2nd at Townsend,Harry Bridges Plaza (Ferry Building),436
Powell Street BART,Market at 10th,261
2nd at Townsend,Harry Bridges Plaza (Ferry Building),393
Powell at Post (Union Square),Beale at Market,432
Market at Sansome,Beale at Market,112
Townsend at 7th,Market at 10th,655
Mountain View City Hall,Mountain View Caltrain Station,335
Market at 4th,Commercial at Montgomery,478
Broadway St at Battery St,San Francisco Caltrain (Townsend at 4th),937
2nd at South Park,Harry Bridges Plaza (Ferry Building),841
Embarcadero at Sansome,Steuart at Market,313
2nd at Townsend,Harry Bridges Plaza (Ferry Building),420
Embarcadero at Vallejo,Embarcadero at Folsom,299
Civic Center BART (7th at Market),San Francisco City Hall,234
Commercial at Montgomery,Embarcadero at Bryant,650
5th at Howard,Powell at Post (Union Square),354
Townsend at 7th,2nd at South Park,227
Mountain View City Hall,Castro Street and El Camino Real,1585
Clay at Battery,Harry Bridges Plaza (Ferry Building),164
Commercial at Montgomery,Howard at 2nd,442
Broadway St at Battery St,Mechanics Plaza (Market at Battery),284
Clay at Battery,Spear at Folsom,472
Powell Street BART,Davis at Jackson,642
Commercial at Montgomery,San Francisco City Hall,758
San Francisco Caltrain 2 (330 Townsend),Harry Bridges Plaza (Ferry Building),555
Grant Avenue at Columbus Avenue,Embarcadero at Sansome,1409
Market at 4th,San Francisco City Hall,781
Market at 4th,San Francisco City Hall,781
San Francisco City Hall,Post at Kearny,676
Embarcadero at Vallejo,Grant Avenue at Columbus Avenue,617
San Francisco City Hall,Civic Center BART (7th at Market),210
Embarcadero at Vallejo,Grant Avenue at Columbus Avenue,680
Townsend at 7th,Market at 10th,501
Beale at Market,Harry Bridges Plaza (Ferry Building),999
Beale at Market,Powell at Post (Union Square),504
Arena Green / SAP Center,Santa Clara at Almaden,399
Powell Street BART,San Francisco Caltrain 2 (330 Townsend),458
Yerba Buena Center of the Arts (3rd @ Howard),Post at Kearny,200
2nd at South Park,Commercial at Montgomery,1116
Embarcadero at Vallejo,Market at 4th,9987
Embarcadero at Sansome,Market at Sansome,669
Market at Sansome,San Francisco Caltrain (Townsend at 4th),714
Civic Center BART (7th at Market),Market at 10th,228
Commercial at Montgomery,Yerba Buena Center of the Arts (3rd @ Howard),363
Civic Center BART (7th at Market),5th at Howard,359
Embarcadero at Vallejo,Embarcadero at Vallejo,1838
Embarcadero at Vallejo,Embarcadero at Vallejo,1858
2nd at South Park,San Francisco Caltrain 2 (330 Townsend),534
Paseo de San Antonio,Adobe on Almaden,342
Temporary Transbay Terminal (Howard at Beale),Davis at Jackson,416
Broadway St at Battery St,Beale at Market,181
San Francisco Caltrain 2 (330 Townsend),Townsend at 7th,232
Market at 10th,Powell Street BART,397
Mechanics Plaza (Market at Battery),Broadway St at Battery St,352
Spear at Folsom,Clay at Battery,432
Market at 10th,Post at Kearny,551
2nd at South Park,Townsend at 7th,1074
2nd at Townsend,Temporary Transbay Terminal (Howard at Beale),511
San Francisco Caltrain 2 (330 Townsend),Townsend at 7th,257
Steuart at Market,2nd at Townsend,478
San Francisco Caltrain (Townsend at 4th),Townsend at 7th,217
Embarcadero at Bryant,Mechanics Plaza (Market at Battery),377
5th at Howard,5th at Howard,4378
Powell at Post (Union Square),Broadway St at Battery St,695
Steuart at Market,Yerba Buena Center of the Arts (3rd @ Howard),552
SJSU 4th at San Carlos,San Jose Civic Center,281
Powell at Post (Union Square),5th at Howard,300
Mountain View Caltrain Station,Mountain View City Hall,331
Commercial at Montgomery,Market at 4th,374
Market at Sansome,Broadway St at Battery St,248
Embarcadero at Vallejo,Embarcadero at Vallejo,2717
Embarcadero at Vallejo,Embarcadero at Vallejo,2716
Mechanics Plaza (Market at Battery),Spear at Folsom,379
5th at Howard,Civic Center BART (7th at Market),387
Yerba Buena Center of the Arts (3rd @ Howard),Steuart at Market,362
Washington at Kearny,Mechanics Plaza (Market at Battery),434
Market at Sansome,Yerba Buena Center of the Arts (3rd @ Howard),265
San Francisco Caltrain 2 (330 Townsend),Townsend at 7th,248
Ryland Park,Santa Clara County Civic Center,341
Embarcadero at Sansome,Harry Bridges Plaza (Ferry Building),466
Embarcadero at Sansome,Harry Bridges Plaza (Ferry Building),500
Embarcadero at Sansome,Harry Bridges Plaza (Ferry Building),522
San Pedro Square,St James Park,327
Golden Gate at Polk,Beale at Market,632
Townsend at 7th,2nd at Folsom,537
Market at 4th,Washington at Kearny,337
Market at Sansome,Embarcadero at Vallejo,929
Harry Bridges Plaza (Ferry Building),Market at 10th,1582
Powell Street BART,San Francisco Caltrain 2 (330 Townsend),397
San Francisco Caltrain 2 (330 Townsend),Townsend at 7th,223
Powell Street BART,Market at 10th,383
Embarcadero at Bryant,2nd at Townsend,277
San Antonio Caltrain Station,Rengstorff Avenue / California Street,471
Post at Kearny,San Francisco Caltrain (Townsend at 4th),885
Embarcadero at Sansome,San Francisco Caltrain (Townsend at 4th),1067
Townsend at 7th,2nd at Townsend,521
San Francisco Caltrain (Townsend at 4th),Embarcadero at Folsom,662
Howard at 2nd,Commercial at Montgomery,642
Market at Sansome,Embarcadero at Sansome,674
Grant Avenue at Columbus Avenue,Spear at Folsom,20663
Grant Avenue at Columbus Avenue,5th at Howard,1330
Grant Avenue at Columbus Avenue,5th at Howard,1360
Commercial at Montgomery,Steuart at Market,420
San Jose Civic Center,SJSU 4th at San Carlos,283
San Francisco Caltrain 2 (330 Townsend),Powell Street BART,1307
Townsend at 7th,San Francisco Caltrain 2 (330 Townsend),261
Commercial at Montgomery,Davis at Jackson,294
Adobe on Almaden,Paseo de San Antonio,1936
San Francisco Caltrain (Townsend at 4th),Temporary Transbay Terminal (Howard at Beale),649
Japantown,St James Park,752
Embarcadero at Sansome,Market at 4th,962
Embarcadero at Bryant,Embarcadero at Bryant,563
Howard at 2nd,Golden Gate at Polk,906
Commercial at Montgomery,Mechanics Plaza (Market at Battery),266
Embarcadero at Sansome,Powell at Post (Union Square),921
Steuart at Market,Embarcadero at Vallejo,305
Post at Kearny,Washington at Kearny,208
Townsend at 7th,San Francisco Caltrain 2 (330 Townsend),182
Market at Sansome,Market at 10th,1362
Embarcadero at Bryant,Embarcadero at Vallejo,512
Yerba Buena Center of the Arts (3rd @ Howard),Townsend at 7th,571
2nd at Folsom,Washington at Kearny,605
San Jose Diridon Caltrain Station,Santa Clara at Almaden,255
South Van Ness at Market,Civic Center BART (7th at Market),270
Grant Avenue at Columbus Avenue,2nd at Folsom,926
Post at Kearny,Temporary Transbay Terminal (Howard at Beale),416
Japantown,San Jose City Hall,436
Embarcadero at Sansome,Harry Bridges Plaza (Ferry Building),491
2nd at Townsend,Embarcadero at Bryant,263
Market at Sansome,Clay at Battery,829
Embarcadero at Vallejo,Spear at Folsom,5050
Harry Bridges Plaza (Ferry Building),Market at Sansome,459
Embarcadero at Vallejo,Spear at Folsom,5073
Mountain View City Hall,Mountain View City Hall,6044
Mountain View City Hall,Mountain View City Hall,6094
Harry Bridges Plaza (Ferry Building),Clay at Battery,218
Golden Gate at Polk,Harry Bridges Plaza (Ferry Building),599
Townsend at 7th,5th at Howard,642
Market at 4th,Steuart at Market,397
Beale at Market,Temporary Transbay Terminal (Howard at Beale),120
Mountain View City Hall,Mountain View City Hall,309
Market at 4th,Embarcadero at Folsom,533
Grant Avenue at Columbus Avenue,Market at Sansome,411
Steuart at Market,2nd at Townsend,423
Market at Sansome,Harry Bridges Plaza (Ferry Building),264
Clay at Battery,Harry Bridges Plaza (Ferry Building),216
Powell at Post (Union Square),Howard at 2nd,326
Broadway St at Battery St,Steuart at Market,467
Embarcadero at Folsom,San Francisco Caltrain (Townsend at 4th),952
Commercial at Montgomery,Market at 4th,404
Santa Clara County Civic Center,Japantown,358
Civic Center BART (7th at Market),South Van Ness at Market,393
Mechanics Plaza (Market at Battery),Commercial at Montgomery,226
Market at 10th,Market at 10th,73
Market at Sansome,Harry Bridges Plaza (Ferry Building),608
Market at Sansome,Harry Bridges Plaza (Ferry Building),656
2nd at Townsend,2nd at Townsend,1559
2nd at Townsend,2nd at Townsend,1559
Santa Clara County Civic Center,Ryland Park,686
Embarcadero at Sansome,Embarcadero at Sansome,1533
St James Park,San Pedro Square,269
Embarcadero at Vallejo,Embarcadero at Vallejo,3980
Temporary Transbay Terminal (Howard at Beale),Market at Sansome,326
Santa Clara County Civic Center,Santa Clara at Almaden,923
Post at Kearny,San Francisco City Hall,742
Powell Street BART,Market at Sansome,299
Powell Street BART,Howard at 2nd,365
Howard at 2nd,Yerba Buena Center of the Arts (3rd @ Howard),149
Townsend at 7th,San Francisco Caltrain 2 (330 Townsend),232
Post at Kearny,Market at 10th,712
Post at Kearny,Steuart at Market,628
Mechanics Plaza (Market at Battery),Commercial at Montgomery,317
Embarcadero at Vallejo,Embarcadero at Bryant,428
Broadway St at Battery St,Mechanics Plaza (Market at Battery),296
Townsend at 7th,San Francisco Caltrain 2 (330 Townsend),240
2nd at Folsom,Post at Kearny,417
Embarcadero at Sansome,Clay at Battery,384
Powell Street BART,San Francisco City Hall,2520
Post at Kearny,Steuart at Market,862
Embarcadero at Sansome,Clay at Battery,424
Post at Kearny,Steuart at Market,906
Howard at 2nd,Beale at Market,308
Steuart at Market,San Francisco Caltrain (Townsend at 4th),540
Market at 4th,Commercial at Montgomery,369
Spear at Folsom,Harry Bridges Plaza (Ferry Building),189
South Van Ness at Market,San Francisco City Hall,212
Yerba Buena Center of the Arts (3rd @ Howard),Market at 10th,551
Washington at Kearny,Post at Kearny,450
Market at 10th,Market at 4th,423
Market at 4th,Market at 10th,575
San Francisco City Hall,San Francisco Caltrain 2 (330 Townsend),650
Temporary Transbay Terminal (Howard at Beale),5th at Howard,407
Temporary Transbay Terminal (Howard at Beale),Howard at 2nd,193
Market at 4th,Washington at Kearny,221
Powell at Post (Union Square),Embarcadero at Sansome,1329
Civic Center BART (7th at Market),Townsend at 7th,615
Embarcadero at Vallejo,Steuart at Market,239
Temporary Transbay Terminal (Howard at Beale),Spear at Folsom,162
Mechanics Plaza (Market at Battery),Mechanics Plaza (Market at Battery),1657
Harry Bridges Plaza (Ferry Building),Civic Center BART (7th at Market),16935
Harry Bridges Plaza (Ferry Building),Civic Center BART (7th at Market),16938
San Francisco Caltrain 2 (330 Townsend),Embarcadero at Folsom,475
Embarcadero at Vallejo,Embarcadero at Sansome,8448
Yerba Buena Center of the Arts (3rd @ Howard),Embarcadero at Folsom,512
Market at Sansome,Harry Bridges Plaza (Ferry Building),2091
Market at Sansome,Market at 10th,648
Howard at 2nd,Townsend at 7th,758
Embarcadero at Vallejo,Embarcadero at Sansome,8534
Spear at Folsom,Embarcadero at Vallejo,392
San Francisco Caltrain (Townsend at 4th),Grant Avenue at Columbus Avenue,923
San Francisco Caltrain (Townsend at 4th),5th at Howard,329
San Francisco Caltrain 2 (330 Townsend),5th at Howard,351
5th at Howard,Broadway St at Battery St,991
Grant Avenue at Columbus Avenue,Embarcadero at Vallejo,526
Grant Avenue at Columbus Avenue,Embarcadero at Vallejo,533
San Francisco City Hall,Mechanics Plaza (Market at Battery),641
Embarcadero at Bryant,Clay at Battery,523
Market at Sansome,Steuart at Market,239
5th at Howard,Grant Avenue at Columbus Avenue,1665
5th at Howard,Grant Avenue at Columbus Avenue,1729
5th at Howard,Grant Avenue at Columbus Avenue,1788
Steuart at Market,Market at 4th,478
Yerba Buena Center of the Arts (3rd @ Howard),Steuart at Market,423
San Francisco Caltrain (Townsend at 4th),Yerba Buena Center of the Arts (3rd @ Howard),512
Broadway St at Battery St,Yerba Buena Center of the Arts (3rd @ Howard),720
Harry Bridges Plaza (Ferry Building),Embarcadero at Sansome,469
Temporary Transbay Terminal (Howard at Beale),2nd at South Park,101
2nd at Folsom,Townsend at 7th,601
Powell at Post (Union Square),Embarcadero at Sansome,679
Steuart at Market,San Francisco Caltrain (Townsend at 4th),946
2nd at Folsom,5th at Howard,457
Powell at Post (Union Square),Post at Kearny,186
Commercial at Montgomery,Spear at Folsom,740
Mechanics Plaza (Market at Battery),Powell at Post (Union Square),364
Civic Center BART (7th at Market),Market at 10th,206
Powell Street BART,San Francisco Caltrain 2 (330 Townsend),446
Civic Center BART (7th at Market),Market at Sansome,531
Spear at Folsom,Townsend at 7th,760
San Francisco Caltrain 2 (330 Townsend),5th at Howard,370
San Francisco Caltrain 2 (330 Townsend),Market at Sansome,628
San Francisco Caltrain 2 (330 Townsend),Temporary Transbay Terminal (Howard at Beale),678
Market at 4th,Market at 4th,1332
Embarcadero at Folsom,Howard at 2nd,268
Broadway St at Battery St,Commercial at Montgomery,525
Mountain View Caltrain Station,Mountain View City Hall,235
Adobe on Almaden,Santa Clara County Civic Center,751
Market at Sansome,San Francisco Caltrain (Townsend at 4th),615
Market at Sansome,Howard at 2nd,187
San Antonio Caltrain Station,San Antonio Shopping Center,322
Harry Bridges Plaza (Ferry Building),Embarcadero at Vallejo,302
Powell Street BART,San Francisco Caltrain 2 (330 Townsend),455
2nd at South Park,Commercial at Montgomery,981
Harry Bridges Plaza (Ferry Building),Market at 10th,1027
Grant Avenue at Columbus Avenue,San Francisco Caltrain 2 (330 Townsend),1200
Grant Avenue at Columbus Avenue,Embarcadero at Sansome,270
Townsend at 7th,Temporary Transbay Terminal (Howard at Beale),802
Mountain View Caltrain Station,Castro Street and El Camino Real,339
Mechanics Plaza (Market at Battery),Commercial at Montgomery,276
Clay at Battery,Embarcadero at Sansome,1271
Golden Gate at Polk,San Francisco Caltrain 2 (330 Townsend),630
Embarcadero at Bryant,Townsend at 7th,571
Clay at Battery,Embarcadero at Sansome,1517
Beale at Market,Temporary Transbay Terminal (Howard at Beale),130
Temporary Transbay Terminal (Howard at Beale),Powell Street BART,685
San Francisco Caltrain 2 (330 Townsend),Embarcadero at Folsom,710
San Francisco Caltrain 2 (330 Townsend),Townsend at 7th,335
San Francisco Caltrain 2 (330 Townsend),Townsend at 7th,184
San Francisco Caltrain 2 (330 Townsend),Steuart at Market,615
San Francisco Caltrain (Townsend at 4th),Market at 10th,936
San Francisco Caltrain 2 (330 Townsend),Townsend at 7th,242
Clay at Battery,Powell Street BART,516
Steuart at Market,Embarcadero at Folsom,143
2nd at Townsend,Clay at Battery,792
Market at 4th,San Francisco Caltrain (Townsend at 4th),476
Mechanics Plaza (Market at Battery),Commercial at Montgomery,228
Commercial at Montgomery,Market at 10th,686
Post at Kearny,Washington at Kearny,257
Market at 10th,Powell Street BART,328
Davis at Jackson,2nd at Townsend,646
South Van Ness at Market,Golden Gate at Polk,410
Post at Kearny,Washington at Kearny,179
Market at 4th,Powell Street BART,110
Embarcadero at Sansome,Temporary Transbay Terminal (Howard at Beale),544
San Francisco Caltrain (Townsend at 4th),Temporary Transbay Terminal (Howard at Beale),614
Commercial at Montgomery,Market at 4th,507
Harry Bridges Plaza (Ferry Building),Broadway St at Battery St,953
Powell Street BART,Beale at Market,436
Mountain View Caltrain Station,Mountain View City Hall,256
San Francisco Caltrain (Townsend at 4th),Howard at 2nd,570
Grant Avenue at Columbus Avenue,Embarcadero at Vallejo,1195
Harry Bridges Plaza (Ferry Building),Clay at Battery,181
San Francisco Caltrain 2 (330 Townsend),5th at Howard,307
San Francisco Caltrain (Townsend at 4th),Howard at 2nd,404
2nd at South Park,San Francisco Caltrain (Townsend at 4th),649
South Van Ness at Market,Embarcadero at Folsom,1018
Harry Bridges Plaza (Ferry Building),2nd at South Park,262
Mechanics Plaza (Market at Battery),Embarcadero at Folsom,355
Steuart at Market,Embarcadero at Sansome,533
Clay at Battery,Temporary Transbay Terminal (Howard at Beale),426
Grant Avenue at Columbus Avenue,Embarcadero at Folsom,632
Golden Gate at Polk,South Van Ness at Market,273
Powell Street BART,San Francisco Caltrain 2 (330 Townsend),360
Embarcadero at Bryant,San Francisco Caltrain (Townsend at 4th),409
Palo Alto Caltrain Station,Cowper at University,266
Market at 10th,Market at 4th,400
Townsend at 7th,Market at Sansome,752
MLK Library,San Jose Diridon Caltrain Station,697
Market at 10th,Market at 4th,396
Temporary Transbay Terminal (Howard at Beale),Market at 4th,567
2nd at Townsend,Harry Bridges Plaza (Ferry Building),726
University and Emerson,Cowper at University,162
Golden Gate at Polk,Spear at Folsom,1072
Post at Kearny,Washington at Kearny,150
Embarcadero at Folsom,2nd at Townsend,424
Temporary Transbay Terminal (Howard at Beale),2nd at Townsend,347
Redwood City Caltrain Station,San Mateo County Center,110
Steuart at Market,Spear at Folsom,215
Steuart at Market,Embarcadero at Sansome,374
Steuart at Market,Embarcadero at Vallejo,290
2nd at South Park,Market at Sansome,1012
Market at 10th,Post at Kearny,469
Embarcadero at Sansome,Golden Gate at Polk,1132
Steuart at Market,2nd at Townsend,495
Beale at Market,Clay at Battery,499
Post at Kearny,Embarcadero at Vallejo,1052
Steuart at Market,2nd at Townsend,575
2nd at Folsom,Clay at Battery,382
Washington at Kearny,Powell Street BART,649
Civic Center BART (7th at Market),Mechanics Plaza (Market at Battery),505
Clay at Battery,San Francisco Caltrain (Townsend at 4th),1108
Harry Bridges Plaza (Ferry Building),2nd at Townsend,580
San Francisco Caltrain 2 (330 Townsend),Powell Street BART,556
Embarcadero at Folsom,Yerba Buena Center of the Arts (3rd @ Howard),426
Temporary Transbay Terminal (Howard at Beale),South Van Ness at Market,943
2nd at South Park,Embarcadero at Vallejo,3086
Mechanics Plaza (Market at Battery),Townsend at 7th,975
San Jose Diridon Caltrain Station,Adobe on Almaden,225
San Jose Diridon Caltrain Station,St James Park,482
Beale at Market,Embarcadero at Vallejo,256
Townsend at 7th,Market at 10th,578
Embarcadero at Sansome,Powell Street BART,822
2nd at Folsom,Temporary Transbay Terminal (Howard at Beale),140
Market at 10th,Powell Street BART,413
Beale at Market,Temporary Transbay Terminal (Howard at Beale),150
Beale at Market,Davis at Jackson,198
2nd at Townsend,Davis at Jackson,735
Temporary Transbay Terminal (Howard at Beale),Commercial at Montgomery,249
Temporary Transbay Terminal (Howard at Beale),Grant Avenue at Columbus Avenue,515
Market at 4th,Market at 10th,389
San Francisco Caltrain (Townsend at 4th),Steuart at Market,1294
Broadway St at Battery St,Embarcadero at Folsom,376
Steuart at Market,Embarcadero at Vallejo,765
Temporary Transbay Terminal (Howard at Beale),2nd at South Park,79
Steuart at Market,Embarcadero at Sansome,5131
Evelyn Park and Ride,Castro Street and El Camino Real,749
Harry Bridges Plaza (Ferry Building),Market at 10th,838
2nd at Townsend,Davis at Jackson,774
Townsend at 7th,Powell Street BART,688
Temporary Transbay Terminal (Howard at Beale),Market at 4th,311
Mountain View Caltrain Station,Mountain View City Hall,263
Mountain View Caltrain Station,Mountain View City Hall,267
Steuart at Market,2nd at Townsend,582
Commercial at Montgomery,Embarcadero at Sansome,499
2nd at Townsend,Spear at Folsom,389
California Ave Caltrain Station,California Ave Caltrain Station,1400
Mountain View Caltrain Station,Castro Street and El Camino Real,304
Redwood City Caltrain Station,San Mateo County Center,147
Civic Center BART (7th at Market),Market at Sansome,474
San Francisco City Hall,San Francisco Caltrain 2 (330 Townsend),740
Temporary Transbay Terminal (Howard at Beale),Embarcadero at Vallejo,1006
Embarcadero at Sansome,Clay at Battery,373
Steuart at Market,2nd at South Park,232
San Francisco Caltrain (Townsend at 4th),Broadway St at Battery St,812
Steuart at Market,2nd at Townsend,510
Steuart at Market,San Francisco Caltrain (Townsend at 4th),685
Embarcadero at Folsom,Market at 4th,917
Mechanics Plaza (Market at Battery),Embarcadero at Sansome,511
Post at Kearny,2nd at Townsend,612
Beale at Market,Temporary Transbay Terminal (Howard at Beale),100
Temporary Transbay Terminal (Howard at Beale),Market at 10th,595
Embarcadero at Folsom,Embarcadero at Bryant,146
San Francisco Caltrain 2 (330 Townsend),Harry Bridges Plaza (Ferry Building),700
Market at 10th,Market at Sansome,587
San Francisco Caltrain 2 (330 Townsend),Townsend at 7th,255
South Van Ness at Market,Market at Sansome,792
5th at Howard,San Francisco Caltrain 2 (330 Townsend),415
San Francisco Caltrain 2 (330 Townsend),Powell Street BART,1356
San Francisco Caltrain 2 (330 Townsend),Townsend at 7th,293
San Francisco Caltrain 2 (330 Townsend),Embarcadero at Vallejo,977
San Francisco Caltrain (Townsend at 4th),Post at Kearny,524
San Francisco Caltrain 2 (330 Townsend),Washington at Kearny,620
Beale at Market,Embarcadero at Vallejo,441
Embarcadero at Sansome,Steuart at Market,363
San Francisco Caltrain 2 (330 Townsend),Market at 10th,633
2nd at Townsend,Clay at Battery,643
Temporary Transbay Terminal (Howard at Beale),2nd at Townsend,332
Beale at Market,Broadway St at Battery St,237
Davis at Jackson,Mechanics Plaza (Market at Battery),267
San Francisco Caltrain (Townsend at 4th),Post at Kearny,648
Temporary Transbay Terminal (Howard at Beale),Commercial at Montgomery,318
San Francisco Caltrain 2 (330 Townsend),Townsend at 7th,202
San Francisco Caltrain (Townsend at 4th),Howard at 2nd,576
Grant Avenue at Columbus Avenue,Beale at Market,332
San Francisco Caltrain (Townsend at 4th),Howard at 2nd,820
Steuart at Market,Embarcadero at Bryant,346
Steuart at Market,2nd at Townsend,443
Mechanics Plaza (Market at Battery),Powell Street BART,872
2nd at Townsend,Embarcadero at Folsom,523
Steuart at Market,San Francisco Caltrain (Townsend at 4th),657
Powell Street BART,Market at Sansome,308
Harry Bridges Plaza (Ferry Building),San Francisco Caltrain (Townsend at 4th),985
Golden Gate at Polk,South Van Ness at Market,269
Powell at Post (Union Square),Yerba Buena Center of the Arts (3rd @ Howard),322
Harry Bridges Plaza (Ferry Building),Broadway St at Battery St,249
Harry Bridges Plaza (Ferry Building),Powell Street BART,550
Harry Bridges Plaza (Ferry Building),5th at Howard,560
San Francisco Caltrain (Townsend at 4th),Temporary Transbay Terminal (Howard at Beale),681
Civic Center BART (7th at Market),Steuart at Market,574
2nd at South Park,San Francisco Caltrain (Townsend at 4th),581
Evelyn Park and Ride,Mountain View Caltrain Station,232
Davis at Jackson,Beale at Market,313
San Francisco Caltrain (Townsend at 4th),Temporary Transbay Terminal (Howard at Beale),573
Harry Bridges Plaza (Ferry Building),Embarcadero at Sansome,642
2nd at Townsend,Steuart at Market,448
Market at 10th,Yerba Buena Center of the Arts (3rd @ Howard),522
Market at Sansome,2nd at South Park,68
Market at Sansome,Broadway St at Battery St,352
Spear at Folsom,Market at 4th,596
Beale at Market,Commercial at Montgomery,289
Santa Clara at Almaden,SJSU 4th at San Carlos,443
Steuart at Market,Broadway St at Battery St,699
San Francisco Caltrain 2 (330 Townsend),Davis at Jackson,826
San Francisco Caltrain (Townsend at 4th),Harry Bridges Plaza (Ferry Building),509
Temporary Transbay Terminal (Howard at Beale),San Francisco Caltrain 2 (330 Townsend),565
San Francisco Caltrain 2 (330 Townsend),Embarcadero at Bryant,398
San Francisco Caltrain 2 (330 Townsend),Market at Sansome,664
San Francisco Caltrain 2 (330 Townsend),5th at Howard,443
Post at Kearny,San Francisco Caltrain (Townsend at 4th),524
San Francisco Caltrain 2 (330 Townsend),Steuart at Market,664
Mountain View Caltrain Station,Evelyn Park and Ride,394
San Francisco Caltrain (Townsend at 4th),Howard at 2nd,465
San Francisco City Hall,Market at 10th,257
San Francisco Caltrain 2 (330 Townsend),Temporary Transbay Terminal (Howard at Beale),804
Market at 4th,San Francisco Caltrain (Townsend at 4th),322
San Francisco Caltrain 2 (330 Townsend),Market at 10th,668
San Francisco Caltrain 2 (330 Townsend),Powell Street BART,537
San Francisco Caltrain (Townsend at 4th),Davis at Jackson,616
Harry Bridges Plaza (Ferry Building),2nd at Townsend,763
Davis at Jackson,Temporary Transbay Terminal (Howard at Beale),373
Embarcadero at Sansome,Steuart at Market,345
San Francisco Caltrain 2 (330 Townsend),5th at Howard,307
San Francisco Caltrain (Townsend at 4th),Market at Sansome,499
Powell Street BART,San Francisco Caltrain 2 (330 Townsend),376
Harry Bridges Plaza (Ferry Building),San Francisco Caltrain (Townsend at 4th),813
Townsend at 7th,San Francisco Caltrain 2 (330 Townsend),191
Powell Street BART,San Francisco Caltrain 2 (330 Townsend),320
Rengstorff Avenue / California Street,Mountain View Caltrain Station,812
Harry Bridges Plaza (Ferry Building),2nd at Townsend,479
Temporary Transbay Terminal (Howard at Beale),Broadway St at Battery St,433
2nd at Townsend,Harry Bridges Plaza (Ferry Building),1822
Temporary Transbay Terminal (Howard at Beale),San Francisco Caltrain (Townsend at 4th),486
San Jose Diridon Caltrain Station,San Jose Civic Center,434
2nd at Townsend,Powell Street BART,661
Temporary Transbay Terminal (Howard at Beale),Civic Center BART (7th at Market),582
Embarcadero at Bryant,San Francisco Caltrain (Townsend at 4th),384
San Jose Diridon Caltrain Station,Santa Clara at Almaden,363
Palo Alto Caltrain Station,Park at Olive,709
Beale at Market,Temporary Transbay Terminal (Howard at Beale),98
5th at Howard,Broadway St at Battery St,820
Townsend at 7th,Temporary Transbay Terminal (Howard at Beale),756
Embarcadero at Bryant,Harry Bridges Plaza (Ferry Building),351
Golden Gate at Polk,5th at Howard,387
Market at 10th,Embarcadero at Sansome,1130
San Antonio Caltrain Station,San Antonio Shopping Center,257
Steuart at Market,Davis at Jackson,573
2nd at South Park,Post at Kearny,709
5th at Howard,San Francisco Caltrain 2 (330 Townsend),277
Market at 10th,Market at Sansome,591
2nd at Townsend,San Francisco Caltrain (Townsend at 4th),246
Grant Avenue at Columbus Avenue,Temporary Transbay Terminal (Howard at Beale),473
Grant Avenue at Columbus Avenue,Market at Sansome,342
Powell Street BART,San Francisco Caltrain 2 (330 Townsend),489
Powell at Post (Union Square),San Francisco Caltrain 2 (330 Townsend),515
Steuart at Market,Townsend at 7th,1005
Mechanics Plaza (Market at Battery),Temporary Transbay Terminal (Howard at Beale),157
South Van Ness at Market,Market at Sansome,683
San Francisco Caltrain 2 (330 Townsend),2nd at Townsend,149
2nd at Townsend,2nd at Folsom,222
Embarcadero at Bryant,Embarcadero at Vallejo,455
Grant Avenue at Columbus Avenue,Market at 4th,421
Beale at Market,2nd at Townsend,352
San Francisco Caltrain 2 (330 Townsend),Harry Bridges Plaza (Ferry Building),576
Temporary Transbay Terminal (Howard at Beale),Embarcadero at Vallejo,369
Harry Bridges Plaza (Ferry Building),Market at Sansome,372
Temporary Transbay Terminal (Howard at Beale),Mechanics Plaza (Market at Battery),142
Powell at Post (Union Square),Powell at Post (Union Square),9148
Powell at Post (Union Square),Powell at Post (Union Square),9146
Grant Avenue at Columbus Avenue,Post at Kearny,569
Beale at Market,San Francisco Caltrain (Townsend at 4th),652
San Francisco Caltrain (Townsend at 4th),Steuart at Market,647
San Francisco Caltrain (Townsend at 4th),Davis at Jackson,748
South Van Ness at Market,Townsend at 7th,678
South Van Ness at Market,Market at Sansome,733
San Francisco Caltrain (Townsend at 4th),5th at Howard,395
San Francisco Caltrain (Townsend at 4th),Harry Bridges Plaza (Ferry Building),659
Steuart at Market,Broadway St at Battery St,381
San Francisco Caltrain (Townsend at 4th),Davis at Jackson,761
Market at 10th,Market at Sansome,810
Civic Center BART (7th at Market),Townsend at 7th,499
San Francisco Caltrain (Townsend at 4th),Embarcadero at Folsom,484
San Francisco Caltrain (Townsend at 4th),Temporary Transbay Terminal (Howard at Beale),512
San Francisco Caltrain (Townsend at 4th),Harry Bridges Plaza (Ferry Building),587
San Francisco Caltrain (Townsend at 4th),Clay at Battery,763
San Francisco Caltrain (Townsend at 4th),Yerba Buena Center of the Arts (3rd @ Howard),303
Steuart at Market,Embarcadero at Folsom,166
San Francisco Caltrain 2 (330 Townsend),Temporary Transbay Terminal (Howard at Beale),512
Harry Bridges Plaza (Ferry Building),2nd at Townsend,587
Harry Bridges Plaza (Ferry Building),2nd at South Park,196
South Van Ness at Market,Market at Sansome,639
Embarcadero at Bryant,Embarcadero at Vallejo,482
Commercial at Montgomery,Yerba Buena Center of the Arts (3rd @ Howard),505
Harry Bridges Plaza (Ferry Building),2nd at South Park,161
Harry Bridges Plaza (Ferry Building),2nd at Townsend,399
